"audit_id","ticker","time_published","title","manual_label","source","url","manual_reason","split","article_uid"
"MAG7-0026","AAPL","2026-04-19 11:09:51+00:00","Masimo's Appeal Rejection, M5 Chip Push, China Smartphone Growth, Foldable iPhone: This Week In Appleverse","Not Relevant","Benzinga","https://www.benzinga.com/markets/tech/26/04/51903311/masimos-appeal-rejection-m5-chip-push-china-smartphone-growth-foldable-iphone-this-week-in-appleverse","No direct company mechanism","development","ff86805ad27d08b01fcb57def0a87d39"
"MAG7-0029","AAPL","2026-04-20 17:39:12+00:00","Genius Group wins ICC arbitration against LZG International By Investing.com","Not Relevant","Investing.com South Africa","https://za.investing.com/news/company-news/genius-group-wins-icc-arbitration-against-lzg-international-93CH-4220237","No direct company mechanism","development","3006f5e94f3e83ca6476877bce6f0465"
"MAG7-0027","AAPL","2026-04-21 06:29:00+00:00","Amazon to Acquire Globalstar in $11.57 Billion Deal to Boost Satellite Connectivity Ambitions","Not Relevant","digital terminal","https://digitalterminal.in/tech-companies/amazon-to-acquire-globalstar-in-1157-billion-deal-to-boost-satellite-connectivity-ambitions-2","No direct company mechanism","development","4e0df5338a065fc94c2d220e35fd0a36"
"MAG7-0015","AAPL","2026-04-23 11:32:00+00:00","Is PayPal Holdings, Inc. (PYPL) A Good Stock To Buy Now?","Not Relevant","Insider Monkey","https://www.insidermonkey.com/blog/is-paypal-holdings-inc-pypl-a-good-stock-to-buy-now-2-1744639/","No direct company mechanism","held_out_test","9c00568c7305c8be58520c3735162d0b"
"MAG7-0052","AAPL","2026-04-27 07:46:57+00:00","Capital Investment Advisory Services LLC Grows Stake in Apple Inc. $AAPL","Not Relevant","MarketBeat","https://www.marketbeat.com/instant-alerts/filing-capital-investment-advisory-services-llc-grows-stake-in-apple-inc-aapl-2026-04-27/","No direct company mechanism","development","370a7a66ed9f7058977397482a0a9d4b"
"MAG7-0104","AMZN","2023-02-02 16:56:00+00:00","Tom Kingsbury’s Challenge as New CEO of Kohl’s","Not Relevant","WWD","https://wwd.com/business-news/retail/kohls-tom-kingsbury-new-ceo-1235507445/","No direct company mechanism","development","e577362aa4ed80f85da7d5625322e7f3"
"MAG7-0083","AMZN","2023-04-11 03:23:00+00:00","Federal Trade Commission fines maker of Nature's Bounty vitamins for 'review hijacking'","Not Relevant","Fortune","https://fortune.com/2023/04/11/ftc-amazon-bountiful-review-hijacking/","No direct company mechanism","development","f04854d4712e6f8080102e3903bf07c2"
"MAG7-0105","AMZN","2023-05-08 14:30:34+00:00","From stores to suppliers, how Destination XL tries to dodge the inventory ‘kiss of death’","Not Relevant","Supply Chain Dive","https://www.supplychaindive.com/news/Destination-XL-sourcing-inventory-suppliers/649544/","No direct company mechanism","development","788b0989bd54b33b8224764b0572d957"
"MAG7-0111","AMZN","2023-09-11 14:44:00+00:00","Canada's Telesat taps SpaceX to launch its broadband satellites in orbit","Not Relevant","Reuters","https://www.reuters.com/technology/space/telesat-taps-spacex-launch-its-broadband-satellites-orbit-2023-09-11/","No direct company mechanism","development","25d2524ecaac97f0e9780ede5daf6b3d"
"MAG7-0088","AMZN","2023-10-20 11:58:00+00:00","With More Business Built on Carbon Capture, SLB CEO Says Natural Gas Key to Energy Transition","Not Relevant","Natural Gas Intelligence","https://naturalgasintel.com/news/with-more-business-built-on-carbon-capture-slb-ceo-says-natural-gas-key-to-energy-transition/","No direct company mechanism","development","9402c48da9f78f3e4fbffbe66728f4e4"
"MAG7-0096","AMZN","2023-10-31 20:40:16+00:00","EPAM Signs Strategic Collaboration Agreement with AWS to Help Organizations Become Cloud-Native","Not Relevant","EPAM","https://www.epam.com/about/newsroom/press-releases/2023/epam-signs-strategic-collaboration-agreement-with-aws-to-help-organizations-become-cloud-native","Direct commercial or supply link","development","fc127c39cd16d6507147160d849490ff"
"MAG7-0084","AMZN","2023-12-20 19:10:58+00:00","Former AWS AI Services Lead Satish Lakshmanan Named Lumen Chief Product Officer","Not Relevant","ExecutiveBiz","https://www.executivebiz.com/articles/former-aws-ai-services-lead-satish-lakshmanan-named-lumen-technologies-chief-product-officer","No direct company mechanism","development","35456c8408779e7fab926f936a3182f9"
"MAG7-0103","AMZN","2024-02-02 16:46:25+00:00","Amazon Stock Jumps On Earnings Beat, Cloud AI Product Growth—Key Price Levels to Watch","Relevant","Investopedia","https://www.investopedia.com/amazon-stock-jumps-amid-retail-business-strength-and-cloud-ai-product-growth-key-price-levels-to-watch-8557842","Financial or guidance","development","9e9cda1717f0d6b9e71f2184ed41dbfb"
"MAG7-0064","AMZN","2024-02-02 16:56:38+00:00","Crocs names CFO Anne Mehlman as President","Not Relevant","TheIndustry.fashion","https://www.theindustry.fashion/crocs-names-cfo-anne-mehlman-as-president/","No direct company mechanism","held_out_test","10711c2d2f9acc110e4063dec45f477f"
"MAG7-0066","AMZN","2024-02-07 16:46:25+00:00","After Earnings, Is Amazon Stock a Buy, a Sell, or Fairly Valued?","Not Relevant","Morningstar","https://www.morningstar.com/stocks/after-earnings-is-amazon-stock-buy-sell-or-fairly-valued-3","No direct company mechanism","held_out_test","abe91d54531f22f0c243f62eb5548789"
"MAG7-0093","AMZN","2024-04-09 00:00:00+00:00","Capital One’s Discover bid tops biggest Q1 tech-related deals","Not Relevant","CFO Dive","https://www.cfodive.com/news/capitol-ones-discover-bid-tops-biggest-q1-tech-related-deals/712635/","No direct company mechanism","development","467db68793a43d9c4a0421056f6bd55a"
"MAG7-0095","AMZN","2024-05-30 13:32:06+00:00","Amazon Announces Grubhub+ as Ongoing Prime Member Offer; Customers Can Now Order Grubhub Directly from Amazon.com and the Amazon Shopping App","Not Relevant","Business Wire","https://www.businesswire.com/news/home/20240529097204/en/Amazon-Announces-Grubhub-as-Ongoing-Prime-Member-Offer-Customers-Can-Now-Order-Grubhub-Directly-from-Amazon.com-and-the-Amazon-Shopping-App","Product or operations","development","08d0576ae44c3525b67a880fc086b578"
"MAG7-0100","AMZN","2024-06-04 12:43:12+00:00","New products boost Bath & Body Works in Q1 as candle sales decline","Not Relevant","Retail Dive","https://www.retaildive.com/news/bath-body-works-q1-candle-sales-decline/717919/","No direct company mechanism","development","97a9b0940b93d16412379bd461b6b550"
"MAG7-0063","AMZN","2024-09-08 10:33:52+00:00","SharkNinja Luxe Café Coffee Machine: Espresso, Cold Brew & Filter Coffee on Gadget Flow","Not Relevant","Gadget Flow","https://thegadgetflow.com/product/sharkninja-luxe-cafe-coffee-machine/","No direct company mechanism","held_out_test","8a045bd58a038648788b2485528bce28"
"MAG7-0078","AMZN","2024-09-11 00:00:00+00:00","Global Payments CEO reshapes the business","Not Relevant","Payments Dive","https://www.paymentsdive.com/news/global-payments-workforce-cuts-divestitures-acquisition/726716/","No direct company mechanism","held_out_test","d7c2ad9f2e83a77483961f1055e207e5"
"MAG7-0118","AMZN","2024-10-31 20:52:00+00:00","US court split in Starbucks' latest challenge to NLRB enforcement powers","Not Relevant","Reuters","https://www.reuters.com/legal/litigation/us-court-split-starbucks-latest-challenge-nlrb-enforcement-powers-2024-10-31/","No direct company mechanism","development","b2b048648654e989651deb3e5fb76b8e"
"MAG7-0116","AMZN","2024-11-06 18:30:00+00:00","Verizon Is Getting an Amazon Data Center Boost. Should You Buy the High-Yield Dividend Stock Here?","Not Relevant","Barchart.com","https://www.barchart.com/story/news/35971970/verizon-is-getting-an-amazon-data-center-boost-should-you-buy-the-high-yield-dividend-stock-here","Direct commercial or supply link","development","e9d500c56273ceafc4fb1d5e11bbd35e"
"MAG7-0094","AMZN","2024-11-14 05:09:54+00:00","APUE: This Sophisticated ETF Still Has To Prove Itself (APUE)","Not Relevant","Seeking Alpha","https://seekingalpha.com/article/4737439-apue-this-sophisticated-etf-still-has-to-prove-itself","No direct company mechanism","development","8c0b19d552b6424e56952817d0ab75b8"
"MAG7-0079","AMZN","2024-12-03 07:07:00+00:00","Domino's® and Netflix Partner to Bring Emergency Pizza to the Squid Game Universe","Not Relevant","PR Newswire","https://www.prnewswire.com/news-releases/dominos-and-netflix-partner-to-bring-emergency-pizza-to-the-squid-game-universe-302316882.html","No direct company mechanism","development","0a5f56b87a1b0735997dd4541ac94bf2"
